sex,jbstatus,age,tenure,ethnicity,ManMot1,ManMot2,ManMot3,ManMot4,ocb1,ocb2,ocb3,ocb4,aut1,aut2,aut3,Justice1,Justice2,Justice3,JobSat1,JobSat2,Quit1,Quit2,Quit3,Man1,Man2,Man3,Eng1,Eng2,Eng3,Eng4,pos1,pos2,pos3
2,1,2,6,14,2,2,2,2,3,1,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,4,4,3,3,3
2,1,3,2,14,4,2,3,4,1,1,1,5,3,3,3,5,5,5,4,4,4,4,4,3,3,5,4,3,4,3,3,3,3
2,1,9,5,14,1,1,1,1,1,1,1,1,1,1,1,3,3,5,1,1,5,5,5,1,1,1,3,1,1,1,3,3,3
2,1,7,8,14,2,2,2,2,1,1,1,2,2,2,2,5,5,4,3,3,4,2,3,4,2,3,2,2,4,2,2,4,4
2,1,5,9,14,3,3,3,3,2,2,3,4,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,2,4
2,1,8,8,14,2,2,4,3,1,3,3,1,1,1,1,3,3,3,1,1,5,5,5,1,3,3,1,1,1,1,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,6,1,14,4,3,4,4,2,4,4,2,1,2,2,3,3,3,2,3,2,2,1,3,3,3,5,2,3,5,2,4,4
1,1,5,1.2,14,1,1,1,1,1,2,2,4,1,2,2,2,2,2,1,1,5,5,5,2,2,2,2,2,2,2,3,3,3
2,1,4,1.5,14,1,1,1,1,2,2,2,4,2,2,2,3,3,3,2,2,4,4,4,3,3,3,2,2,2,2,3,3,3
2,1,8,15,14,2,4,2,2,3,4,3,4,4,5,5,5,5,5,2,2,4,2,4,2,2,2,2,2,2,2,5,4,4
1,1,1,2.75,14,3,3,3,3,2,1,2,4,3,3,3,4,4,4,3,2,3,3,4,4,3,4,2,2,2,2,5,5,5
2,4,9,5,14,2,2,2,2,1,2,2,4,2,3,2,3,3,3,2,2,4,5,5,2,2,2,2,2,,2,3,2,2
1,1,5,6,14,3,3,4,4,2,2,3,2,2,2,2,3,3,3,3,3,2,2,2,3,4,4,4,3,3,3,4,4,2
2,1,7,4,14,2,4,3,3,1,3,4,1,1,1,1,4,4,5,2,2,4,4,4,3,3,3,2,2,2,2,3,3,3
2,1,6,0.2,14,3,2,3,2,3,3,2,2,1,2,1,3,3,4,2,4,2,1,1,3,4,4,3,3,3,3,3,3,3
1,1,6,12,14,2,2,3,2,2,2,4,2,2,2,2,3,4,4,2,3,4,4,4,4,4,4,3,2,3,3,4,4,4
2,1,1,0.3,14,2,2,3,2,2,2,3,3,1,2,2,3,3,3,1,2,3,2,4,2,3,2,3,3,2,2,3,3,3
2,1,8,3,10,3,1,2,2,2,1,2,3,2,2,2,2,2,2,1,4,5,5,5,2,2,2,3,3,2,2,3,3,3
2,1,4,2.5,14,3,3,3,3,2,3,4,5,2,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4
2,1,6,0.1,14,1,1,2,2,2,2,3,5,2,3,2,3,3,3,2,2,4,4,4,3,3,3,3,2,2,2,3,3,3
2,1,8,2.5,14,4,4,5,4,2,2,2,2,4,4,5,4,5,4,1,1,5,5,5,4,4,5,2,2,2,2,4,4,4
1,1,6,10,16,2,1,1,1,3,3,3,2,3,2,3,4,4,3,2,2,5,2,3,2,3,3,2,2,3,2,3,2,3
1,1,8,7,14,5,2,5,5,1,1,1,1,2,2,2,5,5,5,2,3,4,4,4,4,4,4,2,2,2,3,4,4,4
2,1,9,3.4,14,1,1,1,1,2,3,3,2,3,3,2,4,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3
2,1,7,4,14,2,2,2,2,1,2,2,3,2,3,2,3,3,4,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3
2,1,2,1,14,4,2,3,4,2,2,3,4,4,4,4,2,2,2,5,4,2,2,2,2,2,4,2,2,3,4,4,4,4
2,1,8,15,14,4,2,4,3,2,2,2,2,2,2,2,4,4,4,2,2,4,4,4,2,2,2,3,3,3,3,4,4,4
2,1,7,2.5,14,2,1,2,2,1,2,3,3,2,4,4,4,4,4,2,2,4,2,3,3,3,3,3,2,2,3,3,4,4
2,1,8,2,14,2,1,2,2,1,1,2,4,2,2,2,4,4,4,2,2,3,3,3,,,,3,3,3,3,4,2,4
2,1,6,17,14,1,1,1,1,3,3,3,3,1,1,1,3,3,3,2,2,4,4,4,3,3,3,3,2,2,2,3,3,3
2,1,4,7,14,3,2,3,2,1,3,3,5,3,3,2,3,3,3,2,2,5,5,4,3,3,3,2,3,3,2,3,3,3
2,1,6,7,14,3,2,2,2,2,1,2,2,2,3,2,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
2,1,5,2,16,2,2,3,2,4,4,4,4,2,2,3,4,4,5,3,3,3,2,2,4,5,5,2,2,3,3,5,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,7,5,14,2,2,3,3,1,1,1,1,2,3,2,3,3,5,3,3,3,4,3,3,5,3,2,3,3,2,4,4,3
2,1,7,0.1,14,3,1,2,2,1,2,1,3,1,1,1,3,3,4,2,2,4,5,4,3,3,3,2,3,3,2,3,3,3
2,1,3,2.5,14,2,1,2,1,1,3,3,3,2,2,2,3,3,3,1,2,4,3,4,2,2,2,4,2,2,2,3,3,3
1,1,7,0.5,14,1,1,1,1,2,3,3,3,2,2,2,3,3,3,2,2,4,5,4,2,2,2,3,2,3,3,3,2,3
2,1,6,4,14,3,2,3,3,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,4,2,2
2,1,8,,14,2,2,2,1,1,1,1,1,2,2,2,,,,2,,4,4,4,2,2,4,2,2,2,2,4,4,4
2,1,6,14,14,1,1,1,2,2,2,2,2,1,1,1,3,3,3,2,2,5,5,5,3,3,3,2,2,2,2,3,3,3
1,1,7,4,14,1,1,1,1,1,1,1,4,1,1,1,3,3,3,1,1,5,5,5,3,3,3,1,1,1,1,1,4,4
2,1,3,2,14,2,2,3,2,1,2,3,2,2,2,2,3,3,3,1,1,4,4,4,3,4,3,2,2,2,2,3,3,3
2,1,9,17,14,3,2,3,3,3,4,4,3,2,2,3,3,3,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3
2,1,6,20,14,2,2,2,2,3,3,4,3,3,4,3,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,3,4,3
1,1,3,,14,2,3,2,2,3,3,4,3,3,2,3,2,3,3,2,2,4,4,4,2,2,2,3,2,2,3,2,3,2
2,1,5,5.5,14,1,1,1,1,3,3,4,4,1,1,1,3,3,4,2,3,4,4,4,4,3,3,2,3,3,3,2,3,3
2,1,2,1,14,3,3,4,3,2,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,4,4,14,3,2,3,4,1,5,5,5,1,5,5,5,5,5,5,5,1,1,1,5,5,5,,1,5,5,5,5,5
1,1,2,0.3,6,1,1,1,1,1,2,3,4,3,3,3,2,3,3,1,2,3,3,3,1,1,2,3,2,2,2,3,3,3
2,1,6,5,14,3,2,4,4,1,1,4,4,1,1,1,4,4,5,2,4,4,4,4,4,4,4,2,2,3,2,3,3,3
1,1,9,3.5,14,1,1,1,1,1,1,3,3,3,3,2,3,2,3,2,1,5,5,5,1,2,2,2,1,1,1,2,2,2
2,1,3,1,14,3,2,3,3,2,3,2,2,1,1,1,4,4,4,1,1,4,4,4,3,3,3,3,1,2,3,3,2,3
2,1,6,1,16,4,4,3,4,3,5,5,5,2,2,2,3,3,4,1,3,3,3,2,4,5,5,5,2,2,2,5,4,5
2,1,8,0.25,14,2,1,1,1,2,2,2,5,2,3,3,2,3,3,2,2,4,4,4,2,2,2,3,3,3,3,2,3,3
2,1,6,10,6,1,1,2,2,1,2,2,5,2,3,4,3,3,3,2,2,2,,2,4,4,4,3,3,3,2,4,4,4
2,1,5,2,14,2,2,2,2,1,4,3,5,3,3,3,3,3,3,2,2,4,4,4,2,2,2,3,3,3,3,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,7,0.5,14,2,1,2,3,1,1,1,1,1,2,2,4,4,5,2,2,3,3,3,4,4,4,3,2,2,2,4,4,5
2,1,8,2.5,14,2,2,1,1,3,3,3,3,3,3,3,3,4,3,2,4,,2,,2,3,3,2,2,3,4,5,5,5
2,1,7,3,10,1,1,5,5,5,1,1,5,3,3,3,3,3,3,3,3,2,2,2,3,3,3,5,5,5,5,4,5,5
2,1,4,2,11,4,4,5,3,3,4,4,4,2,4,2,5,5,5,3,4,3,3,2,3,4,4,4,3,4,4,4,4,4
2,1,5,7,14,4,4,4,4,3,4,4,5,1,3,2,5,5,4,3,4,3,3,3,4,5,4,3,3,4,3,4,3,3
1,1,5,3,,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,4,4,4
2,1,5,2.6,14,3,4,3,3,1,2,3,1,1,2,1,3,2,4,2,2,2,2,2,3,5,4,4,4,4,4,3,3,3
2,1,5,0.2,14,2,1,2,2,3,3,3,3,3,4,3,3,3,4,5,4,3,2,3,2,4,3,3,2,2,3,4,2,2
2,1,5,8,14,2,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,4,4,4,3,3,3,3,2,2,3,3,3,3
2,1,5,2,14,2,2,2,2,3,3,3,2,3,3,3,4,3,4,1,2,4,4,4,2,2,2,2,3,2,2,2,2,2
1,1,8,17,16,5,4,5,5,1,2,4,1,1,2,2,5,5,5,3,2,1,1,3,4,3,3,3,2,2,2,4,5,5
1,1,8,16,14,4,3,4,3,2,3,4,2,2,2,1,3,4,4,2,2,4,4,4,3,4,4,2,1,1,2,3,3,4
1,1,2,0.5,7,3,2,5,4,3,1,3,5,2,3,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
2,2,7,0.75,14,3,3,4,5,3,3,2,4,3,3,3,4,4,3,1,2,2,2,1,4,4,4,4,4,4,4,4,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,5,0.5,14,4,3,3,4,2,2,2,3,2,3,4,3,4,4,3,4,4,4,4,2,2,2,4,4,4,4,3,3,3
2,1,9,3,14,,2,,,3,1,3,,,,3,,,,1,1,4,4,4,2,2,2,2,2,2,2,,,
2,1,4,2,14,2,3,4,4,1,2,2,2,1,2,2,5,4,4,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
2,1,7,2,14,2,2,2,2,3,3,3,3,2,2,2,3,3,3,2,2,4,4,4,2,2,2,3,3,3,3,3,3,3
1,1,8,0.5,14,2,1,2,2,1,2,2,5,2,2,2,3,3,3,2,1,5,5,5,2,2,2,2,1,1,2,2,3,3
2,1,3,1.3,14,1,1,1,1,2,2,2,4,2,2,2,3,3,3,2,2,4,3,4,,,,2,3,3,3,4,3,3
2,1,4,4,14,1,1,1,1,1,2,2,3,2,2,2,3,3,3,2,2,5,5,5,2,2,2,2,2,3,2,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,3,2,14,5,1,5,1,2,2,3,1,1,1,1,5,5,5,3,2,1,1,1,1,1,1,1,1,1,1,5,1,1
2,1,2,2,14,5,3,4,3,1,2,2,5,1,2,2,2,2,4,2,3,2,4,2,2,2,2,1,2,2,2,2,2,3
2,1,5,0.5,14,1,1,2,1,2,4,5,5,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4
2,1,2,0.1,14,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,4,4,3,2,3,3,2,2,2,2,3,2
1,1,5,3,14,4,3,4,3,2,2,2,4,4,3,3,4,4,3,2,4,2,1,2,3,3,3,2,2,3,2,4,3,4
2,1,8,2,14,4,4,4,3,4,4,4,5,2,2,3,3,3,3,3,3,4,4,4,2,2,2,3,3,3,3,3,3,3
2,1,9,1.5,14,1,1,1,1,1,3,3,1,2,2,2,3,4,5,3,5,4,4,5,2,2,2,3,3,3,3,5,4,4
2,1,3,4.5,14,3,3,3,3,1,1,1,5,2,3,2,3,3,3,2,2,5,5,5,3,3,3,2,3,2,2,3,3,2
2,1,8,16,4,4,,3,3,1,1,1,5,4,4,5,4,4,5,2,4,5,4,4,5,5,5,1,1,1,1,4,2,4
2,1,4,6,14,2,1,2,1,4,3,4,5,2,4,3,2,2,2,2,2,4,4,4,1,1,1,3,2,3,3,2,3,3
1,1,2,1,14,3,2,2,2,3,4,5,4,4,3,4,2,2,2,2,2,4,4,4,2,2,2,4,4,3,4,3,3,3
1,1,4,1.5,14,2,1,2,1,1,2,1,1,2,2,1,3,3,3,2,2,4,4,4,2,2,2,2,1,2,1,2,3,3
2,1,4,4,14,1,1,1,1,1,2,2,3,2,2,2,3,3,4,2,1,3,4,4,4,3,4,2,3,3,3,3,3,3
2,1,7,4,14,1,1,1,1,1,1,1,2,1,2,1,3,3,4,2,2,3,3,3,3,3,3,4,4,4,4,3,3,3
1,1,6,4,14,4,2,3,3,2,3,3,1,3,3,3,5,5,5,3,4,5,5,5,2,4,2,1,1,1,1,3,3,3
2,1,6,13,14,2,1,2,2,1,1,1,1,1,2,1,2,2,3,2,2,4,4,4,2,2,2,3,2,2,2,3,3,3
2,1,8,19,14,1,1,2,1,1,1,1,4,2,2,2,2,2,2,2,2,4,4,4,2,2,2,3,1,3,2,3,,3
2,3,4,0.7,14,1,1,1,1,4,,,4,2,2,2,3,3,3,2,2,4,4,4,2,2,2,2,2,2,2,2,4,4
2,1,7,15,12,5,4,5,5,1,2,4,5,1,1,1,3,3,3,3,5,1,1,1,3,3,3,3,3,3,3,3,3,3
2,1,5,2,14,2,1,2,2,2,3,3,5,3,4,4,4,4,5,2,3,2,2,2,2,2,2,3,3,2,3,3,3,4
1,1,2,6,14,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,5,6,14,2,1,2,2,2,2,3,3,2,2,2,3,3,4,2,2,4,4,4,,,,4,4,4,4,3,3,3
2,1,2,0.5,14,2,1,2,1,4,4,4,4,2,2,2,3,3,3,2,2,4,4,4,2,2,2,4,2,3,3,2,2,3
2,1,,1,14,2,2,2,2,3,4,5,5,2,2,2,3,3,3,2,2,4,4,4,3,3,3,2,2,3,2,3,4,4
1,1,9,5,14,2,1,2,2,3,3,3,3,2,3,3,3,3,3,2,2,4,4,4,2,2,2,3,2,2,2,3,4,3
2,1,8,10,14,1,1,1,1,4,5,5,5,1,2,2,2,3,3,2,2,4,5,4,3,3,3,3,3,2,3,1,2,3
2,1,9,23,14,1,2,1,1,1,3,3,4,5,5,5,5,5,5,2,2,1,1,5,5,5,5,1,1,1,1,5,5,5
2,1,4,4,14,3,2,3,3,2,3,3,4,4,4,4,4,4,4,5,4,2,2,2,4,4,4,5,5,5,5,4,4,4
1,1,4,2,14,3,1,2,3,3,2,2,5,2,2,2,3,3,3,1,2,5,5,5,3,3,3,3,2,2,3,4,4,4
1,1,8,16,14,1,1,1,1,1,2,2,1,2,2,2,2,3,3,2,2,5,5,5,2,2,2,1,1,1,1,3,3,3
2,1,7,,14,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,4,2,3,2,2,2,2,2,2,2,3,3,3
2,1,4,5,14,4,3,3,4,2,2,3,5,3,3,2,4,4,3,2,4,3,3,4,3,4,4,4,3,3,3,4,4,4
1,1,6,10,14,3,3,3,3,1,2,2,1,1,1,1,1,2,2,1,2,5,5,5,2,2,2,1,1,1,1,1,3,3
1,1,9,27,14,3,3,3,3,2,3,4,4,,,,,,,,,4,2,4,2,2,2,2,2,2,2,2,2,3
2,1,5,3,14,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,2,5,5,5,1,1,1,2,1,2,2,2,3,3
2,1,2,0.9,14,1,1,1,1,1,2,2,1,2,2,3,3,3,3,2,2,5,5,5,3,3,3,1,1,1,1,2,2,2
1,1,5,3,14,4,2,3,3,3,3,1,2,2,2,2,5,5,5,2,2,4,4,4,2,3,3,1,1,1,1,2,3,3
2,1,9,6,14,3,3,3,2,2,3,3,5,1,1,2,3,3,4,2,3,3,4,3,2,3,3,2,4,3,5,5,1,1
2,1,5,0.5,14,1,2,3,3,3,2,3,5,1,2,2,3,3,3,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3
1,1,5,1,14,5,5,5,5,3,1,1,5,2,3,3,5,5,2,3,2,5,4,,3,2,3,1,2,3,1,2,3,3
2,1,2,0.5,14,3,3,4,4,1,3,2,3,2,4,3,3,3,3,2,2,3,3,3,,,,2,2,2,2,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,8,10.9,14,1,1,2,2,1,1,1,,2,2,2,,2,2,2,2,4,2,4,2,2,2,2,2,2,3,4,4,4
2,1,3,3.5,14,2,2,2,2,1,1,1,5,1,3,3,4,3,3,2,2,3,3,4,4,3,3,3,2,2,3,3,3,3
2,1,8,2,14,2,2,3,2,1,3,4,3,1,1,1,4,4,4,2,2,3,4,3,3,3,3,2,2,2,2,3,3,3
2,1,8,1,14,3,3,4,3,3,3,3,5,3,3,3,4,4,4,5,5,2,2,2,2,3,3,4,2,2,4,4,4,4
1,1,4,,14,2,2,2,2,2,2,3,3,2,4,2,3,3,3,2,2,3,3,3,2,2,2,3,2,2,3,3,3,3
1,1,5,8.5,14,2,2,2,2,1,2,2,1,1,2,1,2,3,3,2,2,4,5,4,2,2,2,2,2,3,2,3,2,2
2,1,5,2,14,5,5,5,5,2,3,3,5,1,1,1,5,5,5,2,3,2,2,2,4,4,4,3,2,3,3,5,5,5
2,1,2,0.2,14,3,3,3,3,1,2,1,2,1,2,2,3,3,2,1,2,5,5,5,2,2,2,2,2,2,2,3,2,2
2,1,5,3.5,14,2,2,2,2,2,2,2,4,2,2,2,3,3,3,2,2,4,4,4,2,2,2,2,2,3,3,3,3,3
2,1,6,2.5,14,4,2,3,3,1,2,2,4,2,2,2,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4
2,1,3,0,14,3,1,3,2,1,2,1,3,1,1,2,3,3,3,3,3,2,2,2,2,2,5,3,3,3,3,4,4,4
1,1,7,22,14,2,1,1,1,1,2,1,2,2,2,1,5,4,5,2,2,4,3,4,2,2,2,2,2,2,2,,2,3
2,1,8,1,14,2,2,1,1,1,1,1,1,1,2,1,3,3,3,1,1,3,3,3,3,3,3,3,3,2,2,3,3,3
2,1,5,7,14,,,,,,,,,,,,,,,,,,1,,,,,5,5,5,5,5,5,5
2,1,7,6,14,,2,,,,,,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
2,1,9,14,14,1,1,1,1,1,1,2,3,2,2,2,3,3,4,2,1,5,4,4,2,1,1,2,1,2,2,4,3,3
1,1,5,16,14,1,,1,,1,3,3,3,2,2,2,3,3,3,2,2,4,4,4,2,2,2,3,2,3,2,2,3,2
2,1,2,2.5,14,1,1,1,1,1,1,1,4,1,1,1,4,5,5,4,4,5,5,5,3,3,3,1,2,1,1,3,3,3
1,1,7,2.5,14,2,1,2,1,2,1,2,3,1,1,1,3,3,3,1,1,5,5,5,3,3,3,,,,,,,
2,1,8,3.5,14,3,1,3,2,1,2,3,5,1,3,3,3,3,3,1,1,5,5,5,2,2,2,2,2,2,2,3,2,2
1,1,7,,14,3,3,3,2,2,3,2,3,2,3,3,4,4,4,4,3,4,4,4,4,4,4,2,2,2,2,3,3,3
2,1,5,5,14,3,3,3,2,2,4,3,4,3,4,3,4,4,4,2,2,4,4,4,2,3,2,4,2,2,3,3,3,3
2,1,6,0.5,14,1,1,1,1,1,1,1,1,2,1,2,3,3,3,1,1,2,2,2,4,5,5,2,,2,2,3,3,3
2,1,5,12,1,2,1,3,2,2,3,3,4,2,2,2,3,3,3,2,2,3,3,3,3,3,3,2,2,3,2,3,4,4
2,1,8,0,14,2,1,2,2,1,2,2,1,3,3,3,3,3,4,3,3,5,5,5,2,2,2,2,2,2,2,4,4,5
2,1,9,,14,4,4,3,3,1,1,2,5,1,3,3,2,2,2,1,1,4,4,4,3,4,,2,2,2,2,2,2,2
2,1,6,1,14,1,1,1,1,3,2,1,5,1,1,1,1,1,1,1,1,5,5,5,1,2,2,2,2,2,2,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,2,1,14,1,1,1,1,1,2,2,5,1,1,1,2,2,,1,1,4,4,4,1,1,1,2,3,3,3,2,3,2
2,1,5,1,14,1,1,3,3,1,1,2,1,2,2,2,3,3,3,1,1,3,4,4,2,2,2,2,2,2,2,3,3,3
2,1,8,3.5,14,4,4,5,5,,2,2,5,2,3,2,4,4,4,3,3,4,4,4,3,2,2,3,2,3,3,5,4,5
2,1,5,6.5,14,1,1,1,2,2,3,3,3,2,2,2,3,2,3,1,2,5,5,5,2,2,2,2,2,2,2,3,3,3
2,1,4,15,14,2,1,2,2,2,2,2,3,1,2,2,3,4,3,3,3,4,4,4,1,1,1,4,4,3,3,3,3,3
2,1,7,10,14,3,2,3,2,3,3,3,4,2,2,2,3,3,3,2,2,3,3,3,3,3,3,4,4,4,4,3,3,3
2,1,7,7,14,3,3,3,4,1,1,1,1,1,1,1,3,4,4,2,2,4,4,4,2,2,2,1,1,1,1,5,2,5
2,1,8,1,14,3,3,3,3,1,1,2,1,1,1,1,3,3,3,2,1,3,3,3,3,3,3,3,2,2,2,3,3,3
2,1,4,2.5,14,4,4,4,4,1,1,1,1,4,4,4,4,3,4,3,,3,3,3,3,3,3,1,1,1,1,3,3,3
2,1,8,6,14,4,3,4,4,2,2,3,4,5,5,5,5,5,5,3,3,5,1,3,3,3,3,4,4,4,4,5,1,1
1,2,3,0.5,14,3,2,2,2,2,1,1,1,2,3,2,3,3,3,2,2,4,2,3,3,4,3,2,1,3,3,4,2,5
2,1,9,6,14,3,1,2,1,2,2,3,5,1,1,1,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,4,4,4
2,1,7,1.5,14,1,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,5,5,5,2,2,2,1,2,2,1,3,3,3
2,1,2,0.1,14,1,1,1,1,2,1,2,5,1,1,1,5,5,3,1,1,5,5,2,2,2,2,5,1,3,3,3,2,4
2,1,7,0.5,14,3,1,3,1,1,4,,2,2,2,2,5,4,5,4,4,5,5,4,3,3,3,2,2,3,2,4,3,4
1,1,3,0.2,14,4,3,4,5,1,1,1,5,4,4,3,5,5,5,2,4,3,1,1,5,5,5,5,5,5,2,5,1,1
2,1,2,3,14,5,4,4,5,2,3,3,5,2,2,2,4,3,3,2,2,3,2,3,3,3,3,3,3,3,3,4,4,4